GLOBALEVENTID,SQLDATE,MONTHYEAR,YEAR,EventRootCode,QuadClass,GoldsteinScale,AvgTone,Actor1CountryCode,Actor1Type1Code,ActionGeo_ADM1Code,NumMentions,sentiment_label,stability_label,event_polarity,geo_zone,cluster_id,cluster_name,media_intensity,tension_score,sentiment_tb_score,sentiment_tb_label,rf_sentiment_pred,rf_sentiment_proba_neg,rf_sentiment_proba_neu,rf_sentiment_proba_pos
1225800337,2025-02-11,202502,2025,1,1,0.0,-6.398640997,BEN,UNKNOWN,BN10,3,negatif,neutre,cooperation,sud_centre,0,Evenements neutres,0.3562,3.1993,-0.5752,negatif,negatif,1.0,0.0,0.0
1231805965,2025-03-13,202503,2025,4,1,2.8,-2.380952381,BEN,UNKNOWN,BN,4,negatif,stable,cooperation,sud_centre,0,Evenements neutres,0.4135,-0.2095,-0.2087,negatif,negatif,0.97,0.03,0.0
1231679087,2025-03-12,202503,2025,12,3,-4.0,5.777777778,BEN,UNKNOWN,BN,1,positif,tres_instable,cooperation,sud_centre,1,Conflits et tensions,0.1781,4.8889,0.7248,positif,positif,0.0,0.0,1.0
1231768821,2025-03-13,202503,2025,1,1,0.4,4.158004158,UNKNOWN,UNKNOWN,BN,4,positif,neutre,cooperation,sud_centre,0,Evenements neutres,0.4135,1.879,0.3979,positif,positif,0.0,0.0,1.0
1231805818,2025-03-13,202503,2025,4,1,1.9,-2.380952381,UNKNOWN,UNKNOWN,BN,4,negatif,stable,cooperation,sud_centre,0,Evenements neutres,0.4135,0.2405,-0.266,negatif,negatif,0.99,0.01,0.0
1231726850,2025-03-12,202503,2025,8,2,5.0,-9.452054795,NGA,UNKNOWN,BN,1,negatif,tres_stable,cooperation,sud_centre,0,Evenements neutres,0.1781,2.226,-0.9468,negatif,negatif,1.0,0.0,0.0
1231714589,2025-03-12,202503,2025,1,1,0.0,-1.829268293,NGA,UNKNOWN,BN,1,neutre,neutre,cooperation,sud_centre,0,Evenements neutres,0.1781,0.9146,-0.2072,negatif,neutre,0.01,0.99,0.0
1231726851,2025-03-12,202503,2025,8,2,5.0,-9.452054795,NGA,UNKNOWN,BN,3,negatif,tres_stable,cooperation,sud_centre,0,Evenements neutres,0.3562,2.226,-0.8812,negatif,negatif,1.0,0.0,0.0
1231769073,2025-03-13,202503,2025,12,3,-4.0,4.158004158,BEN,UNKNOWN,BN,2,positif,tres_instable,cooperation,sud_centre,1,Conflits et tensions,0.2823,4.079,0.2865,positif,positif,0.0,0.0,1.0
1231769074,2025-03-13,202503,2025,1,1,0.0,4.158004158,BEN,GOV,BN,2,positif,neutre,cooperation,sud_centre,0,Evenements neutres,0.2823,2.079,0.3315,positif,positif,0.0,0.0,1.0
1231769075,2025-03-13,202503,2025,4,1,2.8,4.158004158,BEN,GOV,BN,10,positif,stable,cooperation,sud_centre,0,Evenements neutres,0.6161,0.679,0.3304,positif,positif,0.0,0.0,1.0
1231769912,2025-03-13,202503,2025,4,1,1.9,4.158004158,UNKNOWN,LEG,BN,4,positif,stable,cooperation,sud_centre,0,Evenements neutres,0.4135,1.129,0.4918,positif,positif,0.0,0.0,1.0
1231743257,2025-03-12,202503,2025,4,1,2.8,-2.023608769,NGA,UNKNOWN,BN,2,negatif,stable,cooperation,sud_centre,0,Evenements neutres,0.2823,-0.3882,-0.0655,neutre,negatif,0.94,0.06,0.0
1231714590,2025-03-12,202503,2025,1,1,0.0,-1.829268293,NGA,UNKNOWN,BN,1,neutre,neutre,cooperation,sud_centre,0,Evenements neutres,0.1781,0.9146,-0.1913,negatif,neutre,0.01,0.99,0.0
1231698849,2025-03-12,202503,2025,11,3,-2.0,-11.78082192,BEN,UNKNOWN,BN,2,negatif,instable,cooperation,sud_centre,1,Conflits et tensions,0.2823,6.8904,-1.0,negatif,negatif,1.0,0.0,0.0
1231700024,2025-03-12,202503,2025,19,4,-10.0,-11.78082192,UNKNOWN,OPP,BN,2,negatif,tres_instable,conflit,sud_centre,1,Conflits et tensions,0.2823,10.8904,-1.0,negatif,negatif,1.0,0.0,0.0
1231685096,2025-03-12,202503,2025,4,1,7.0,3.80952381,AFR,UNKNOWN,BN,10,positif,tres_stable,cooperation,sud_centre,0,Evenements neutres,0.6161,-1.5952,0.4739,positif,positif,0.0,0.0,1.0
1231812665,2025-03-13,202503,2025,6,2,6.4,-1.692524683,BEN,UNKNOWN,BN,10,neutre,tres_stable,cooperation,sud_centre,0,Evenements neutres,0.6161,-2.3537,-0.2434,negatif,neutre,0.05,0.95,0.0
1231812666,2025-03-13,202503,2025,6,2,6.4,-1.692524683,BEN,UNKNOWN,BN,2,neutre,tres_stable,cooperation,sud_centre,0,Evenements neutres,0.2823,-2.3537,-0.1502,negatif,neutre,0.02,0.98,0.0
1231812667,2025-03-13,202503,2025,6,2,6.4,-1.692524683,BEN,UNKNOWN,BN,8,neutre,tres_stable,cooperation,sud_centre,0,Evenements neutres,0.5646,-2.3537,-0.0912,neutre,neutre,0.03,0.97,0.0
1235134819,2025-03-30,202503,2025,18,4,-9.0,-6.583333333,BEN,UNKNOWN,BN,2,negatif,tres_instable,conflit,sud_centre,1,Conflits et tensions,0.2823,7.7917,-0.6182,negatif,negatif,1.0,0.0,0.0
1235215915,2025-03-30,202503,2025,11,3,-2.0,-4.215456674,BEN,UNKNOWN,BN,2,negatif,instable,cooperation,sud_centre,1,Conflits et tensions,0.2823,3.1077,-0.4064,negatif,negatif,1.0,0.0,0.0
1235220940,2025-03-31,202503,2025,4,1,2.8,1.408450704,BEN,ELI,BN,10,neutre,stable,cooperation,sud_centre,0,Evenements neutres,0.6161,-0.6958,0.2209,positif,neutre,0.0,0.98,0.02
1235201855,2025-03-30,202503,2025,2,1,3.0,-0.444444444,BEN,UNKNOWN,BN,10,neutre,stable,cooperation,sud_centre,0,Evenements neutres,0.6161,-1.2778,-0.2607,negatif,neutre,0.0,1.0,0.0
1235134728,2025-03-29,202503,2025,17,4,-5.0,-6.583333333,UNKNOWN,GOV,BN,4,negatif,tres_instable,conflit,sud_centre,1,Conflits et tensions,0.4135,5.7917,-0.6041,negatif,negatif,1.0,0.0,0.0
1235215916,2025-03-30,202503,2025,1,1,-2.0,-4.215456674,BEN,UNKNOWN,BN,2,negatif,instable,cooperation,sud_centre,0,Evenements neutres,0.2823,3.1077,-0.4739,negatif,negatif,1.0,0.0,0.0
1235215917,2025-03-30,202503,2025,1,1,-2.0,-4.215456674,BEN,UNKNOWN,BN,2,negatif,instable,cooperation,sud_centre,0,Evenements neutres,0.2823,3.1077,-0.568,negatif,negatif,1.0,0.0,0.0
1235196188,2025-03-30,202503,2025,4,1,1.9,3.938356164,BEN,UNKNOWN,BN,10,positif,stable,cooperation,sud_centre,0,Evenements neutres,0.6161,1.0192,0.4347,positif,positif,0.0,0.0,1.0
1235196764,2025-03-30,202503,2025,4,1,2.8,3.938356164,UNKNOWN,UNKNOWN,BN,10,positif,stable,cooperation,sud_centre,0,Evenements neutres,0.6161,0.5692,0.5037,positif,positif,0.0,0.0,1.0
1235193702,2025-03-30,202503,2025,5,1,3.4,-7.193229901,BEN,UNKNOWN,BN,4,negatif,stable,cooperation,sud_centre,0,Evenements neutres,0.4135,1.8966,-0.7303,negatif,negatif,1.0,0.0,0.0
1235193703,2025-03-30,202503,2025,1,1,0.0,-7.193229901,BEN,UNKNOWN,BN,2,negatif,neutre,cooperation,sud_centre,0,Evenements neutres,0.2823,3.5966,-0.6431,negatif,negatif,1.0,0.0,0.0
1235134729,2025-03-29,202503,2025,17,4,-5.0,-6.583333333,UNKNOWN,GOV,BN,2,negatif,tres_instable,conflit,sud_centre,1,Conflits et tensions,0.2823,5.7917,-0.5294,negatif,negatif,1.0,0.0,0.0
1251876963,2025-07-14,202507,2025,4,1,2.8,-2.155887231,BEN,UNKNOWN,BN18,10,negatif,stable,cooperation,sud_centre,0,Evenements neutres,0.6161,-0.3221,-0.1104,neutre,negatif,1.0,0.0,0.0
1251882585,2025-07-14,202507,2025,2,1,3.0,0.0,BEN,UNKNOWN,BN,4,neutre,stable,cooperation,sud_centre,0,Evenements neutres,0.4135,-1.5,0.1312,neutre,neutre,0.0,1.0,0.0
1251837248,2025-07-13,202507,2025,8,2,7.0,4.896907216,BEN,UNKNOWN,BN,2,positif,tres_stable,cooperation,sud_centre,0,Evenements neutres,0.2823,-1.0515,0.5491,positif,positif,0.0,0.0,1.0
1251837250,2025-07-13,202507,2025,8,2,7.0,4.896907216,BEN,ELI,BN,2,positif,tres_stable,cooperation,sud_centre,0,Evenements neutres,0.2823,-1.0515,0.4957,positif,positif,0.0,0.0,1.0
1251863394,2025-07-14,202507,2025,7,2,7.0,5.316455696,BEN,UNKNOWN,BN,2,positif,tres_stable,cooperation,sud_centre,0,Evenements neutres,0.2823,-0.8418,0.4035,positif,positif,0.0,0.0,1.0
1251894281,2025-07-14,202507,2025,2,1,3.4,3.416149068,BEN,UNKNOWN,BN,4,positif,stable,cooperation,sud_centre,0,Evenements neutres,0.4135,0.0081,0.3219,positif,positif,0.0,0.0,1.0
1251896439,2025-07-14,202507,2025,18,4,-9.0,-10.03039514,BEN,UNKNOWN,BN,10,negatif,tres_instable,conflit,sud_centre,1,Conflits et tensions,0.6161,9.5152,-1.0,negatif,negatif,1.0,0.0,0.0
1251824813,2025-07-13,202507,2025,4,1,1.9,-0.101626016,FRA,UNKNOWN,BN,1,neutre,stable,cooperation,sud_centre,0,Evenements neutres,0.1781,-0.8992,0.1635,positif,neutre,0.0,0.99,0.01
1251824818,2025-07-13,202507,2025,4,1,1.9,-0.101626016,FRA,LEG,BN,7,neutre,stable,cooperation,sud_centre,0,Evenements neutres,0.5343,-0.8992,-0.0242,neutre,neutre,0.0,1.0,0.0
1251922793,2025-07-14,202507,2025,1,1,0.0,4.054054054,UNKNOWN,GOV,BN,1,positif,neutre,cooperation,sud_centre,0,Evenements neutres,0.1781,2.027,0.4153,positif,positif,0.0,0.0,1.0
1251916871,2025-07-14,202507,2025,4,1,1.0,-9.872611465,CIV,UNKNOWN,BN,8,negatif,neutre,cooperation,sud_centre,0,Evenements neutres,0.5646,4.4363,-0.9431,negatif,negatif,1.0,0.0,0.0
1251883274,2025-07-14,202507,2025,4,1,1.0,0.0,NGA,UNKNOWN,BN,2,neutre,neutre,cooperation,sud_centre,0,Evenements neutres,0.2823,-0.5,0.0035,neutre,neutre,0.0,1.0,0.0
1251834040,2025-07-13,202507,2025,5,1,3.4,1.920236337,AFR,EDU,BN,4,neutre,stable,cooperation,sud_centre,0,Evenements neutres,0.4135,-0.7399,0.3276,positif,neutre,0.0,0.97,0.03
1251837829,2025-07-14,202507,2025,1,1,-0.4,-5.0,BEN,UNKNOWN,BN,4,negatif,neutre,cooperation,sud_centre,0,Evenements neutres,0.4135,2.7,-0.5498,negatif,negatif,1.0,0.0,0.0
1251837249,2025-07-13,202507,2025,5,1,3.4,4.896907216,BEN,UNKNOWN,BN,4,positif,stable,cooperation,sud_centre,0,Evenements neutres,0.4135,0.7485,0.5053,positif,positif,0.0,0.0,1.0
1251822034,2025-07-13,202507,2025,17,4,-5.0,-7.258834766,BEN,UNKNOWN,BN,8,negatif,tres_instable,conflit,sud_centre,1,Conflits et tensions,0.5646,6.1294,-0.7853,negatif,negatif,1.0,0.0,0.0
1251863395,2025-07-14,202507,2025,2,1,3.0,5.316455696,BEN,UNKNOWN,BN,2,positif,stable,cooperation,sud_centre,0,Evenements neutres,0.2823,1.1582,0.426,positif,positif,0.0,0.0,1.0
1251922329,2025-07-14,202507,2025,1,1,0.0,4.054054054,BEN,UNKNOWN,BN,1,positif,neutre,cooperation,sud_centre,0,Evenements neutres,0.1781,2.027,0.3565,positif,positif,0.0,0.0,1.0
1251922792,2025-07-14,202507,2025,1,1,0.0,4.054054054,UNKNOWN,GOV,BN,2,positif,neutre,cooperation,sud_centre,0,Evenements neutres,0.2823,2.027,0.4024,positif,positif,0.0,0.0,1.0
1251908434,2025-07-14,202507,2025,2,1,3.0,0.766283525,BEN,UNKNOWN,BN,4,neutre,stable,cooperation,sud_centre,0,Evenements neutres,0.4135,-1.1169,0.0423,neutre,neutre,0.0,1.0,0.0
1251908435,2025-07-14,202507,2025,13,3,-4.4,0.766283525,BEN,GOV,BN,1,neutre,tres_instable,conflit,sud_centre,1,Conflits et tensions,0.1781,2.5831,0.0212,neutre,neutre,0.0,1.0,0.0
1251908436,2025-07-14,202507,2025,13,3,-4.4,0.766283525,BEN,GOV,BN,1,neutre,tres_instable,conflit,sud_centre,1,Conflits et tensions,0.1781,2.5831,-0.0359,neutre,neutre,0.0,1.0,0.0
1251908768,2025-07-14,202507,2025,13,3,-4.4,0.766283525,UNKNOWN,GOV,BN,3,neutre,tres_instable,conflit,sud_centre,1,Conflits et tensions,0.3562,2.5831,0.07,neutre,neutre,0.0,1.0,0.0
1251894282,2025-07-14,202507,2025,2,1,3.0,3.416149068,BEN,UNKNOWN,BN,5,positif,stable,cooperation,sud_centre,0,Evenements neutres,0.4604,0.2081,0.2212,positif,positif,0.0,0.02,0.98
1251894283,2025-07-14,202507,2025,1,1,0.0,3.416149068,BEN,GOV,BN,10,positif,neutre,cooperation,sud_centre,0,Evenements neutres,0.6161,1.7081,0.4024,positif,positif,0.0,0.0,1.0
1251896440,2025-07-14,202507,2025,5,1,3.4,0.541271989,BEN,UNKNOWN,BN,4,neutre,stable,cooperation,sud_centre,0,Evenements neutres,0.4135,-1.4294,0.0607,neutre,neutre,0.0,1.0,0.0
1251915460,2025-07-14,202507,2025,2,1,3.0,-2.280130293,BEN,UNKNOWN,BN,4,negatif,stable,cooperation,sud_centre,0,Evenements neutres,0.4135,-0.3599,-0.3446,negatif,negatif,1.0,0.0,0.0
1251915847,2025-07-14,202507,2025,2,1,3.0,-2.280130293,UNKNOWN,GOV,BN,2,negatif,stable,cooperation,sud_centre,0,Evenements neutres,0.2823,-0.3599,-0.2527,negatif,negatif,1.0,0.0,0.0
1251915848,2025-07-14,202507,2025,2,1,3.0,-2.280130293,UNKNOWN,GOV,BN,2,negatif,stable,cooperation,sud_centre,0,Evenements neutres,0.2823,-0.3599,-0.2882,negatif,negatif,1.0,0.0,0.0
1251916807,2025-07-14,202507,2025,4,1,1.0,-9.872611465,BEN,GOV,BN,2,negatif,neutre,cooperation,sud_centre,0,Evenements neutres,0.2823,4.4363,-0.9617,negatif,negatif,1.0,0.0,0.0
1251916872,2025-07-14,202507,2025,4,1,1.0,-9.872611465,CIV,UNKNOWN,BN,2,negatif,neutre,cooperation,sud_centre,0,Evenements neutres,0.2823,4.4363,-0.88,negatif,negatif,1.0,0.0,0.0
1251876730,2025-07-14,202507,2025,4,1,1.9,-2.155887231,UNKNOWN,UNKNOWN,BN18,4,negatif,stable,cooperation,sud_centre,0,Evenements neutres,0.4135,0.1279,-0.3656,negatif,negatif,0.99,0.01,0.0
1251824619,2025-07-13,202507,2025,4,1,2.8,-0.101626016,BEN,UNKNOWN,BN,1,neutre,stable,cooperation,sud_centre,0,Evenements neutres,0.1781,-1.3492,-0.001,neutre,neutre,0.0,1.0,0.0
1251824621,2025-07-13,202507,2025,4,1,2.8,-0.101626016,BEN,UNKNOWN,BN,7,neutre,stable,cooperation,sud_centre,0,Evenements neutres,0.5343,-1.3492,-0.023,neutre,neutre,0.0,1.0,0.0
1251916806,2025-07-14,202507,2025,4,1,1.0,-9.872611465,BEN,GOV,BN,6,negatif,neutre,cooperation,sud_centre,0,Evenements neutres,0.5,4.4363,-0.9336,negatif,negatif,1.0,0.0,0.0
