GLOBALEVENTID,SQLDATE,MONTHYEAR,YEAR,EventRootCode,QuadClass,GoldsteinScale,AvgTone,Actor1CountryCode,Actor1Type1Code,ActionGeo_ADM1Code,NumMentions,sentiment_label,stability_label,event_polarity,geo_zone,cluster_id,cluster_name,media_intensity,tension_score,sentiment_tb_score,sentiment_tb_label,rf_sentiment_pred,rf_sentiment_proba_neg,rf_sentiment_proba_neu,rf_sentiment_proba_pos
1299592501,2025-04-16,202504,2025,10,3,-5.0,-12.5,BEN,UNKNOWN,BN,4,negatif,tres_instable,cooperation,sud_centre,1,Conflits et tensions,0.4135,8.75,-1.0,negatif,negatif,1.0,0.0,0.0
1292755543,2025-03-06,202503,2025,6,2,6.0,-8.67768595,UNKNOWN,UNKNOWN,BN,10,negatif,tres_stable,cooperation,sud_centre,0,Evenements neutres,0.6161,1.3388,-0.9488,negatif,negatif,1.0,0.0,0.0
1292755544,2025-03-06,202503,2025,18,4,-10.0,-8.67768595,UNKNOWN,UNKNOWN,BN,10,negatif,tres_instable,conflit,sud_centre,1,Conflits et tensions,0.6161,9.3388,-0.8426,negatif,negatif,1.0,0.0,0.0
1283198067,2025-01-10,202501,2025,19,4,-10.0,-3.622047244,UNKNOWN,IMG,BN,10,negatif,tres_instable,conflit,sud_centre,1,Conflits et tensions,0.6161,6.811,-0.4348,negatif,negatif,1.0,0.0,0.0
1282892998,2025-01-08,202501,2025,4,1,2.8,0.505050505,NGA,UNKNOWN,BN,1,neutre,stable,cooperation,sud_centre,0,Evenements neutres,0.1781,-1.1475,-0.0625,neutre,neutre,0.0,1.0,0.0
1282904288,2025-01-08,202501,2025,4,1,2.8,4.118993135,BEN,HLH,BN,6,positif,stable,cooperation,sud_centre,0,Evenements neutres,0.5,0.6595,0.5292,positif,positif,0.0,0.0,1.0
1282904297,2025-01-08,202501,2025,2,1,3.0,4.118993135,UNKNOWN,GOV,BN,6,positif,stable,cooperation,sud_centre,0,Evenements neutres,0.5,0.5595,0.3938,positif,positif,0.0,0.0,1.0
1282904298,2025-01-08,202501,2025,4,1,1.9,4.118993135,UNKNOWN,GOV,BN,6,positif,stable,cooperation,sud_centre,0,Evenements neutres,0.5,1.1095,0.4173,positif,positif,0.0,0.0,1.0
1282892989,2025-01-08,202501,2025,4,1,1.9,0.505050505,BEN,UNKNOWN,BN,1,neutre,stable,cooperation,sud_centre,0,Evenements neutres,0.1781,-0.6975,-0.0635,neutre,neutre,0.0,1.0,0.0
1282892990,2025-01-08,202501,2025,17,4,-5.0,0.505050505,BEN,UNKNOWN,BN,2,neutre,tres_instable,conflit,sud_centre,1,Conflits et tensions,0.2823,2.7525,0.007,neutre,neutre,0.0,1.0,0.0
1296348347,2025-03-27,202503,2025,19,4,-10.0,-0.94637224,BEN,UNKNOWN,BN07,3,neutre,tres_instable,conflit,sud_centre,1,Conflits et tensions,0.3562,5.4732,-0.0858,neutre,neutre,0.0,1.0,0.0
1224089152,2025-02-01,202502,2025,4,1,1.0,-0.939597315,BEN,UNKNOWN,BN18,4,neutre,neutre,cooperation,sud_centre,0,Evenements neutres,0.4135,-0.0302,-0.186,negatif,neutre,0.0,1.0,0.0
1224086313,2025-02-01,202502,2025,4,1,1.0,3.519061584,BEN,UNKNOWN,BN08,14,positif,neutre,cooperation,sud_centre,0,Evenements neutres,0.6958,1.2595,0.382,positif,positif,0.0,0.0,1.0
