GLOBALEVENTID,SQLDATE,MONTHYEAR,YEAR,EventRootCode,QuadClass,GoldsteinScale,AvgTone,Actor1CountryCode,Actor1Type1Code,ActionGeo_ADM1Code,NumMentions,NumArticles,sentiment_label,sentiment_binary,sentiment_enc,stability_label,event_polarity,geo_zone,month,media_intensity,tension_score,EventRootCode_enc,Actor1CountryCode_enc,Actor1Type1Code_enc,GoldsteinScale_scaled,AvgTone_scaled,NumMentions_scaled,cluster_id,cluster_name
1261860028,2025-09-08,202509,2025,02,1,3.0,-3.928758512,BEN,UNKNOWN,BN,2,2,negatif,0,0,stable,cooperation,sud_centre,9,0.2823,0.4644,1,5,25,0.5313523454448064,-0.5855647142404736,-0.8103806064252487,0,Evenements neutres
1261810766,2025-09-07,202509,2025,02,1,3.0,-1.247771836,BEN,UNKNOWN,BN,4,4,neutre,1,1,stable,cooperation,sud_centre,9,0.4135,-0.8761,1,5,25,0.5313523454448064,-0.005008731959695482,-0.316552765442497,0,Evenements neutres
1261905962,2025-09-08,202509,2025,04,1,1.9,-0.677583286,BEN,UNKNOWN,BN,4,4,neutre,1,1,stable,cooperation,sud_centre,9,0.4135,-0.6112,3,5,25,0.2920910337519948,0.11846311394458557,-0.316552765442497,0,Evenements neutres
1261905963,2025-09-08,202509,2025,04,1,2.8,-0.677583286,BEN,UNKNOWN,BN,4,4,neutre,1,1,stable,cooperation,sud_centre,9,0.4135,-1.0612,3,5,25,0.4878502887733861,0.11846311394458557,-0.316552765442497,0,Evenements neutres
1261905964,2025-09-08,202509,2025,17,4,-5.0,-0.677583286,BEN,UNKNOWN,BN,1,1,neutre,1,1,tres_instable,conflit,sud_centre,9,0.1781,2.8388,16,5,25,-1.2087299214120049,0.11846311394458557,-1.0572945269166245,1,Conflits et tensions
1261905969,2025-09-08,202509,2025,01,1,0.0,-8.005249344,BEN,GOV,BN,2,2,negatif,0,0,neutre,cooperation,sud_centre,9,0.2823,4.0026,0,5,7,-0.1211785046264978,-1.4683110405897457,-0.8103806064252487,0,Evenements neutres
1261905724,2025-09-08,202509,2025,01,1,-0.4,-0.677583286,UNKNOWN,UNKNOWN,BN,4,4,neutre,1,1,neutre,cooperation,sud_centre,9,0.4135,0.5388,0,76,25,-0.20818261796933837,0.11846311394458557,-0.316552765442497,0,Evenements neutres
1261905726,2025-09-08,202509,2025,04,1,2.8,-0.677583286,UNKNOWN,UNKNOWN,BN,4,4,neutre,1,1,stable,cooperation,sud_centre,9,0.4135,-1.0612,3,76,25,0.4878502887733861,0.11846311394458557,-0.316552765442497,0,Evenements neutres
1261905727,2025-09-08,202509,2025,11,3,-2.0,-0.677583286,UNKNOWN,UNKNOWN,BN,4,4,neutre,1,1,instable,cooperation,sud_centre,9,0.4135,1.3388,10,76,25,-0.5561990713407007,0.11846311394458557,-0.316552765442497,1,Conflits et tensions
1261835869,2025-09-08,202509,2025,03,1,4.0,3.988603989,BEN,UNKNOWN,BN,4,4,positif,1,2,stable,cooperation,sud_centre,9,0.4135,-0.0057,2,5,25,0.7488626288019078,1.1289056354215898,-0.316552765442497,0,Evenements neutres
1261835870,2025-09-08,202509,2025,05,1,3.4,3.988603989,BEN,UNKNOWN,BN,2,2,positif,1,2,stable,cooperation,sud_centre,9,0.2823,0.2943,4,5,25,0.6183564587876469,1.1289056354215898,-0.8103806064252487,0,Evenements neutres
1261842184,2025-09-08,202509,2025,04,1,2.8,4.785129184,BEN,UNKNOWN,BN,24,24,positif,1,2,stable,cooperation,sud_centre,9,0.8271,0.9926,3,5,25,0.4878502887733861,1.3013896955380502,4.6217256443850205,0,Evenements neutres
1261842385,2025-09-08,202509,2025,04,1,1.9,4.785129184,UNKNOWN,GOV,BN,6,6,positif,1,2,stable,cooperation,sud_centre,9,0.5,1.4426,3,76,7,0.2920910337519948,1.3013896955380502,0.17727507554025476,0,Evenements neutres
1261860558,2025-09-08,202509,2025,02,1,3.0,-3.928758512,NGA,UNKNOWN,BN,2,2,negatif,0,0,stable,cooperation,sud_centre,9,0.2823,0.4644,1,56,25,0.5313523454448064,-0.5855647142404736,-0.8103806064252487,0,Evenements neutres
1261905965,2025-09-08,202509,2025,01,1,0.0,-8.005249344,BEN,UNKNOWN,BN,2,2,negatif,0,0,neutre,cooperation,sud_centre,9,0.2823,4.0026,0,5,25,-0.1211785046264978,-1.4683110405897457,-0.8103806064252487,0,Evenements neutres
1261905966,2025-09-08,202509,2025,11,3,-2.0,-8.005249344,BEN,UNKNOWN,BN,2,2,negatif,0,0,instable,cooperation,sud_centre,9,0.2823,5.0026,10,5,25,-0.5561990713407007,-1.4683110405897457,-0.8103806064252487,1,Conflits et tensions
1261905967,2025-09-08,202509,2025,17,4,-5.0,-0.677583286,BEN,UNKNOWN,BN,1,1,neutre,1,1,tres_instable,conflit,sud_centre,9,0.1781,2.8388,16,5,25,-1.2087299214120049,0.11846311394458557,-1.0572945269166245,1,Conflits et tensions
1261906557,2025-09-08,202509,2025,01,1,0.0,-8.005249344,UNKNOWN,GOV,BN,2,2,negatif,0,0,neutre,cooperation,sud_centre,9,0.2823,4.0026,0,76,7,-0.1211785046264978,-1.4683110405897457,-0.8103806064252487,0,Evenements neutres
1261906662,2025-09-08,202509,2025,18,4,-9.0,-5.982905983,UNKNOWN,HLH,BN,4,4,negatif,0,0,tres_instable,conflit,sud_centre,9,0.4135,7.4915,17,76,8,-2.0787710548404106,-1.0303813981321102,-0.316552765442497,1,Conflits et tensions
1261903692,2025-09-08,202509,2025,02,1,3.0,3.647416413,BEN,UNKNOWN,BN,4,4,positif,1,2,stable,cooperation,sud_centre,9,0.4135,0.3237,1,5,25,0.5313523454448064,1.055022952564617,-0.316552765442497,0,Evenements neutres
1261906663,2025-09-08,202509,2025,18,4,-9.0,-5.982905983,UNKNOWN,HLH,BN,1,1,negatif,0,0,tres_instable,conflit,sud_centre,9,0.1781,7.4915,17,76,8,-2.0787710548404106,-1.0303813981321102,-1.0572945269166245,1,Conflits et tensions
1281271716,2025-12-28,202512,2025,08,2,5.0,-3.007518797,BEN,UNKNOWN,BN09,8,8,negatif,0,0,tres_stable,cooperation,sud_centre,12,0.5646,-0.9962,7,5,25,0.9663729121590093,-0.3860742682618868,0.6711029165230065,0,Evenements neutres
1281280779,2025-12-28,202512,2025,04,1,1.9,4.976303318,BEN,UNKNOWN,BN,2,2,positif,1,2,stable,cooperation,sud_centre,12,0.2823,1.5382,3,5,25,0.2920910337519948,1.342787621213921,-0.8103806064252487,0,Evenements neutres
1281280780,2025-12-28,202512,2025,04,1,7.0,4.976303318,BEN,UNKNOWN,BN,2,2,positif,1,2,tres_stable,cooperation,sud_centre,12,0.2823,-1.0118,3,5,25,1.401393478873212,1.342787621213921,-0.8103806064252487,0,Evenements neutres
1281280784,2025-12-28,202512,2025,01,1,0.0,4.976303318,BEN,GOV,BN,2,2,positif,1,2,neutre,cooperation,sud_centre,12,0.2823,2.4882,0,5,7,-0.1211785046264978,1.342787621213921,-0.8103806064252487,0,Evenements neutres
1281280785,2025-12-28,202512,2025,04,1,1.9,4.976303318,BEN,GOV,BN,2,2,positif,1,2,stable,cooperation,sud_centre,12,0.2823,1.5382,3,5,7,0.2920910337519948,1.342787621213921,-0.8103806064252487,0,Evenements neutres
1281318813,2025-12-29,202512,2025,17,4,-5.0,-8.253968254,BEN,UNKNOWN,BN,3,3,negatif,0,0,tres_instable,conflit,sud_centre,12,0.3562,6.627,16,5,25,-1.2087299214120049,-1.5221700367568922,-0.5634666859338728,1,Conflits et tensions
1281262955,2025-12-28,202512,2025,01,1,0.4,-0.280898876,BEN,UNKNOWN,BN,8,8,neutre,1,1,neutre,cooperation,sud_centre,12,0.5646,-0.0596,0,5,25,-0.03417439128365724,0.20436339437664727,0.6711029165230065,0,Evenements neutres
1281280685,2025-12-28,202512,2025,04,1,2.8,4.976303318,UNKNOWN,UNKNOWN,BN,4,4,positif,1,2,stable,cooperation,sud_centre,12,0.4135,1.0882,3,76,25,0.4878502887733861,1.342787621213921,-0.316552765442497,0,Evenements neutres
1281280686,2025-12-28,202512,2025,04,1,7.0,4.976303318,UNKNOWN,UNKNOWN,BN,2,2,positif,1,2,tres_stable,cooperation,sud_centre,12,0.2823,-1.0118,3,76,25,1.401393478873212,1.342787621213921,-0.8103806064252487,0,Evenements neutres
1281280687,2025-12-28,202512,2025,04,1,2.8,4.976303318,UNKNOWN,UNKNOWN,BN,2,2,positif,1,2,stable,cooperation,sud_centre,12,0.2823,1.0882,3,76,25,0.4878502887733861,1.342787621213921,-0.8103806064252487,0,Evenements neutres
1281318731,2025-12-29,202512,2025,01,1,0.0,-8.253968254,UNKNOWN,UNKNOWN,BN,4,4,negatif,0,0,neutre,cooperation,sud_centre,12,0.4135,4.127,0,76,25,-0.1211785046264978,-1.5221700367568922,-0.316552765442497,0,Evenements neutres
1281318732,2025-12-29,202512,2025,11,3,-2.0,-8.253968254,UNKNOWN,UNKNOWN,BN,4,4,negatif,0,0,instable,cooperation,sud_centre,12,0.4135,5.127,10,76,25,-0.5561990713407007,-1.5221700367568922,-0.316552765442497,1,Conflits et tensions
1281280781,2025-12-28,202512,2025,04,1,1.9,4.976303318,BEN,UNKNOWN,BN,6,4,positif,1,2,stable,cooperation,sud_centre,12,0.5,1.5382,3,5,25,0.2920910337519948,1.342787621213921,0.17727507554025476,0,Evenements neutres
1281280782,2025-12-28,202512,2025,04,1,2.8,4.976303318,BEN,UNKNOWN,BN,2,2,positif,1,2,stable,cooperation,sud_centre,12,0.2823,1.0882,3,5,25,0.4878502887733861,1.342787621213921,-0.8103806064252487,0,Evenements neutres
1281280783,2025-12-28,202512,2025,14,3,-6.5,4.976303318,BEN,UNKNOWN,BN,3,3,positif,1,2,tres_instable,conflit,sud_centre,12,0.3562,5.7382,13,5,25,-1.534995346447657,1.342787621213921,-0.5634666859338728,1,Conflits et tensions
1281280786,2025-12-28,202512,2025,04,1,1.9,4.976303318,BEN,GOV,BN,2,2,positif,1,2,stable,cooperation,sud_centre,12,0.2823,1.5382,3,5,7,0.2920910337519948,1.342787621213921,-0.8103806064252487,0,Evenements neutres
1281280992,2025-12-28,202512,2025,01,1,0.0,4.976303318,UNKNOWN,GOV,BN,2,2,positif,1,2,neutre,cooperation,sud_centre,12,0.2823,2.4882,0,76,7,-0.1211785046264978,1.342787621213921,-0.8103806064252487,0,Evenements neutres
1281280993,2025-12-28,202512,2025,04,1,1.9,4.976303318,UNKNOWN,GOV,BN,2,2,positif,1,2,stable,cooperation,sud_centre,12,0.2823,1.5382,3,76,7,0.2920910337519948,1.342787621213921,-0.8103806064252487,0,Evenements neutres
1281280994,2025-12-28,202512,2025,04,1,2.8,4.976303318,UNKNOWN,GOV,BN,6,4,positif,1,2,stable,cooperation,sud_centre,12,0.5,1.0882,3,76,7,0.4878502887733861,1.342787621213921,0.17727507554025476,0,Evenements neutres
1281280995,2025-12-28,202512,2025,05,1,3.4,4.976303318,UNKNOWN,GOV,BN,2,2,positif,1,2,stable,cooperation,sud_centre,12,0.2823,0.7882,4,76,7,0.6183564587876469,1.342787621213921,-0.8103806064252487,0,Evenements neutres
1281280996,2025-12-28,202512,2025,04,1,2.8,4.976303318,UNKNOWN,GOV,BN,2,2,positif,1,2,stable,cooperation,sud_centre,12,0.2823,1.0882,3,76,7,0.4878502887733861,1.342787621213921,-0.8103806064252487,0,Evenements neutres
1281250823,2025-12-28,202512,2025,17,4,-5.0,-7.720588235,BEN,UNKNOWN,BN,4,4,negatif,0,0,tres_instable,conflit,sud_centre,12,0.4135,6.3603,16,5,25,-1.2087299214120049,-1.4066689178473835,-0.316552765442497,1,Conflits et tensions
1281251147,2025-12-28,202512,2025,17,4,-5.0,-7.720588235,NGA,UNKNOWN,BN,4,4,negatif,0,0,tres_instable,conflit,sud_centre,12,0.4135,6.3603,16,56,25,-1.2087299214120049,-1.4066689178473835,-0.316552765442497,1,Conflits et tensions
1281318892,2025-12-29,202512,2025,17,4,-5.0,-8.253968254,UNKNOWN,COP,BN,6,4,negatif,0,0,tres_instable,conflit,sud_centre,12,0.5,6.627,16,76,2,-1.2087299214120049,-1.5221700367568922,0.17727507554025476,1,Conflits et tensions
1281318893,2025-12-29,202512,2025,19,4,-10.0,-8.253968254,UNKNOWN,COP,BN,4,4,negatif,0,0,tres_instable,conflit,sud_centre,12,0.4135,9.127,18,76,2,-2.2962813381975122,-1.5221700367568922,-0.316552765442497,1,Conflits et tensions
1240437318,2025-04-27,202504,2025,04,1,7.0,1.19047619,BEN,UNKNOWN,BN,10,10,neutre,1,1,tres_stable,cooperation,sud_centre,4,0.6161,-2.9048,3,5,25,1.401393478873212,0.5229832533979365,1.1649307575057584,0,Evenements neutres
1240397066,2025-04-27,202504,2025,01,1,0.0,-4.472667035,BEN,UNKNOWN,BN,2,2,negatif,0,0,neutre,cooperation,sud_centre,4,0.2823,2.2363,0,5,25,-0.1211785046264978,-0.7033457348131966,-0.8103806064252487,0,Evenements neutres
1240437228,2025-04-27,202504,2025,04,1,7.0,1.19047619,UNKNOWN,UNKNOWN,BN,10,10,neutre,1,1,tres_stable,cooperation,sud_centre,4,0.6161,-2.9048,3,76,25,1.401393478873212,0.5229832533979365,1.1649307575057584,0,Evenements neutres
1240429345,2025-04-27,202504,2025,04,1,2.8,-1.719197708,NGA,UNKNOWN,BN,6,6,neutre,1,1,stable,cooperation,sud_centre,4,0.5,-0.5404,3,56,25,0.4878502887733861,-0.10709395030172517,0.17727507554025476,0,Evenements neutres
1240366657,2025-04-26,202504,2025,19,4,-10.0,-10.58823529,QAT,UNKNOWN,BN,4,4,negatif,0,0,tres_instable,conflit,sud_centre,4,0.4135,10.2941,18,60,25,-2.2962813381975122,-2.027645391827482,-0.316552765442497,1,Conflits et tensions
1240398834,2025-04-27,202504,2025,19,4,-10.0,-4.785894207,NGA,UNKNOWN,BN,2,2,negatif,0,0,tres_instable,conflit,sud_centre,4,0.2823,7.3929,18,56,25,-2.2962813381975122,-0.7711737140215089,-0.8103806064252487,1,Conflits et tensions
1240379572,2025-04-27,202504,2025,09,2,-2.0,-9.497206704,UNKNOWN,MIL,BN,10,10,negatif,0,0,instable,cooperation,sud_centre,4,0.6161,5.7486,8,76,16,-0.5561990713407007,-1.7913879056893307,1.1649307575057584,0,Evenements neutres
1240367918,2025-04-26,202504,2025,19,4,-10.0,-9.124087591,BEN,UNKNOWN,BN,10,10,negatif,0,0,tres_instable,conflit,sud_centre,4,0.6161,9.562,18,5,25,-2.2962813381975122,-1.7105905876367709,1.1649307575057584,1,Conflits et tensions
1240428897,2025-04-27,202504,2025,04,1,1.9,-1.719197708,BEN,UNKNOWN,BN,4,4,neutre,1,1,stable,cooperation,sud_centre,4,0.4135,-0.0904,3,5,25,0.2920910337519948,-0.10709395030172517,-0.316552765442497,0,Evenements neutres
1240429340,2025-04-27,202504,2025,19,4,-10.0,-6.18556701,NER,UNKNOWN,BN,4,4,negatif,0,0,tres_instable,conflit,sud_centre,4,0.4135,8.0928,18,55,25,-2.2962813381975122,-1.0742667604329619,-0.316552765442497,1,Conflits et tensions
1240429346,2025-04-27,202504,2025,04,1,2.8,-1.719197708,NGA,UNKNOWN,BN,4,4,neutre,1,1,stable,cooperation,sud_centre,4,0.4135,-0.5404,3,56,25,0.4878502887733861,-0.10709395030172517,-0.316552765442497,0,Evenements neutres
1240388382,2025-04-27,202504,2025,19,4,-10.0,-10.71428571,QAT,UNKNOWN,BN,6,6,negatif,0,0,tres_instable,conflit,sud_centre,4,0.5,10.3571,18,60,25,-2.2962813381975122,-2.054941061013421,0.17727507554025476,1,Conflits et tensions
1240429341,2025-04-27,202504,2025,19,4,-10.0,-6.18556701,NER,UNKNOWN,BN,6,6,negatif,0,0,tres_instable,conflit,sud_centre,4,0.5,8.0928,18,55,25,-2.2962813381975122,-1.0742667604329619,0.17727507554025476,1,Conflits et tensions
1240394999,2025-04-27,202504,2025,04,1,1.0,-10.41666667,BEN,UNKNOWN,BN07,10,10,negatif,0,0,neutre,cooperation,sud_centre,4,0.6161,4.7083,3,5,25,0.0963317787306036,-1.990492954777229,1.1649307575057584,0,Evenements neutres
1240395141,2025-04-27,202504,2025,04,1,1.0,-10.41666667,UNKNOWN,GOV,BN07,10,10,negatif,0,0,neutre,cooperation,sud_centre,4,0.6161,4.7083,3,76,7,0.0963317787306036,-1.990492954777229,1.1649307575057584,0,Evenements neutres
1240395142,2025-04-27,202504,2025,11,3,-2.0,-10.41666667,UNKNOWN,GOV,BN07,10,10,negatif,0,0,instable,cooperation,sud_centre,4,0.6161,6.2083,10,76,7,-0.5561990713407007,-1.990492954777229,1.1649307575057584,1,Conflits et tensions
1240395143,2025-04-27,202504,2025,11,3,-2.0,-10.41666667,UNKNOWN,GOV,BN07,10,10,negatif,0,0,instable,cooperation,sud_centre,4,0.6161,6.2083,10,76,7,-0.5561990713407007,-1.990492954777229,1.1649307575057584,1,Conflits et tensions
1240395320,2025-04-27,202504,2025,19,4,-10.0,-10.41666667,UNKNOWN,UAF,BN07,10,10,negatif,0,0,tres_instable,conflit,sud_centre,4,0.6161,10.2083,18,76,23,-2.2962813381975122,-1.990492954777229,1.1649307575057584,1,Conflits et tensions
1240428895,2025-04-27,202504,2025,01,1,0.0,-1.719197708,BEN,UNKNOWN,BN,4,4,neutre,1,1,neutre,cooperation,sud_centre,4,0.4135,0.8596,0,5,25,-0.1211785046264978,-0.10709395030172517,-0.316552765442497,0,Evenements neutres
1260533057,2025-08-31,202508,2025,12,3,-4.0,-3.207810321,BEN,UNKNOWN,BN,10,10,negatif,0,0,tres_instable,cooperation,sud_centre,8,0.6161,3.6039,11,5,25,-0.9912196380549034,-0.4294465250132046,1.1649307575057584,1,Conflits et tensions
1260496387,2025-08-31,202508,2025,04,1,2.8,-5.622775801,BEN,UNKNOWN,BN,4,4,negatif,0,0,stable,cooperation,sud_centre,8,0.4135,1.4114,3,5,25,0.4878502887733861,-0.9523967764882967,-0.316552765442497,0,Evenements neutres
1260496569,2025-08-31,202508,2025,04,1,1.9,-5.622775801,UNKNOWN,CVL,BN,4,4,negatif,0,0,stable,cooperation,sud_centre,8,0.4135,1.8614,3,76,4,0.2920910337519948,-0.9523967764882967,-0.316552765442497,0,Evenements neutres
1260502494,2025-08-31,202508,2025,05,1,3.4,2.403846154,UNKNOWN,JUD,BN,10,10,positif,1,2,stable,cooperation,sud_centre,8,0.6161,-0.4981,4,76,12,0.6183564587876469,0.7857332318390873,1.1649307575057584,0,Evenements neutres
1260459163,2025-08-30,202508,2025,05,1,3.4,5.72519084,BEN,UNKNOWN,BN,2,2,positif,1,2,stable,cooperation,sud_centre,8,0.2823,1.1626,4,5,25,0.6183564587876469,1.504955950823526,-0.8103806064252487,0,Evenements neutres
1260459164,2025-08-30,202508,2025,05,1,3.4,5.72519084,BEN,UNKNOWN,BN,2,2,positif,1,2,stable,cooperation,sud_centre,8,0.2823,1.1626,4,5,25,0.6183564587876469,1.504955950823526,-0.8103806064252487,0,Evenements neutres
1260459296,2025-08-30,202508,2025,01,1,0.0,5.72519084,UNKNOWN,GOV,BN,5,5,positif,1,2,neutre,cooperation,sud_centre,8,0.4604,2.8626,0,76,7,-0.1211785046264978,1.504955950823526,-0.0696388449511211,0,Evenements neutres
1260455656,2025-08-30,202508,2025,02,1,3.0,4.424778761,BEN,UNKNOWN,BN,2,2,positif,1,2,stable,cooperation,sud_centre,8,0.2823,0.7124,1,5,25,0.5313523454448064,1.2233573816653875,-0.8103806064252487,0,Evenements neutres
1280851669,2025-12-24,202512,2025,05,1,3.4,-7.570977918,BEN,UNKNOWN,BN16,5,5,negatif,0,0,stable,cooperation,sud_centre,12,0.4604,2.0855,4,5,25,0.6183564587876469,-1.3742714556284126,-0.0696388449511211,0,Evenements neutres
1280844484,2025-12-24,202512,2025,01,1,0.0,1.691729323,BEN,UNKNOWN,BN,10,10,neutre,1,1,neutre,cooperation,sud_centre,12,0.6161,0.8459,0,5,25,-0.1211785046264978,0.6315274351371419,1.1649307575057584,0,Evenements neutres
1280823301,2025-12-24,202512,2025,10,3,-5.0,-6.036745407,BEN,UNKNOWN,BN,10,10,negatif,0,0,tres_instable,cooperation,sud_centre,12,0.6161,5.5184,9,5,25,-1.2087299214120049,-1.0420400907938678,1.1649307575057584,1,Conflits et tensions
1280852253,2025-12-24,202512,2025,08,2,7.0,-7.570977918,UNKNOWN,OPP,BN16,2,2,negatif,0,0,tres_stable,cooperation,sud_centre,12,0.2823,0.2855,7,76,19,1.401393478873212,-1.3742714556284126,-0.8103806064252487,0,Evenements neutres
1280789582,2025-12-24,202512,2025,11,3,-2.0,-2.159244265,BEN,UNKNOWN,BN,8,8,negatif,0,0,instable,cooperation,sud_centre,12,0.5646,2.0796,10,5,25,-0.5561990713407007,-0.20238411471595866,0.6711029165230065,1,Conflits et tensions
1255687325,2025-08-04,202508,2025,11,3,-2.0,-4.261057174,BEN,UNKNOWN,BN,4,4,negatif,0,0,instable,cooperation,sud_centre,8,0.4135,3.1305,10,5,25,-0.5561990713407007,-0.6575225415042144,-0.316552765442497,1,Conflits et tensions
1255745535,2025-08-05,202508,2025,01,1,0.0,-2.798507463,BEN,UNKNOWN,BN,5,5,negatif,0,0,neutre,cooperation,sud_centre,8,0.4604,1.3993,0,5,25,-0.1211785046264978,-0.34081377465166574,-0.0696388449511211,0,Evenements neutres
1255743567,2025-08-05,202508,2025,01,1,-0.4,-10.52631579,BEN,UNKNOWN,BN,4,4,negatif,0,0,neutre,cooperation,sud_centre,8,0.4135,5.4632,0,5,25,-0.20818261796933837,-2.0142369939168785,-0.316552765442497,0,Evenements neutres
1255743568,2025-08-05,202508,2025,13,3,-4.4,-10.52631579,BEN,UNKNOWN,BN,4,4,negatif,0,0,tres_instable,conflit,sud_centre,8,0.4135,7.4632,12,5,25,-1.078223751397744,-2.0142369939168785,-0.316552765442497,1,Conflits et tensions
1255743569,2025-08-05,202508,2025,17,4,-5.0,-10.52631579,BEN,UNKNOWN,BN,4,4,negatif,0,0,tres_instable,conflit,sud_centre,8,0.4135,7.7632,16,5,25,-1.2087299214120049,-2.0142369939168785,-0.316552765442497,1,Conflits et tensions
1255732557,2025-08-04,202508,2025,03,1,4.5,2.577319588,BEN,UNKNOWN,BN,2,2,positif,1,2,tres_stable,cooperation,sud_centre,8,0.2823,-0.9613,2,5,25,0.8576177704804585,0.823298148060808,-0.8103806064252487,0,Evenements neutres
1255732558,2025-08-04,202508,2025,06,2,6.0,2.577319588,BEN,UNKNOWN,BN,2,2,positif,1,2,tres_stable,cooperation,sud_centre,8,0.2823,-1.7113,5,5,25,1.1838831955161107,0.823298148060808,-0.8103806064252487,0,Evenements neutres
1255743275,2025-08-05,202508,2025,11,3,-2.0,-10.52631579,UNKNOWN,UNKNOWN,BN,4,4,negatif,0,0,instable,cooperation,sud_centre,8,0.4135,6.2632,10,76,25,-0.5561990713407007,-2.0142369939168785,-0.316552765442497,1,Conflits et tensions
1255743276,2025-08-05,202508,2025,17,4,-5.0,-10.52631579,UNKNOWN,UNKNOWN,BN,10,4,negatif,0,0,tres_instable,conflit,sud_centre,8,0.6161,7.7632,16,76,25,-1.2087299214120049,-2.0142369939168785,1.1649307575057584,1,Conflits et tensions
1255702209,2025-08-04,202508,2025,09,2,-2.0,-9.691629956,BEN,UNKNOWN,BN,4,4,negatif,0,0,instable,cooperation,sud_centre,8,0.4135,5.8458,8,5,25,-0.5561990713407007,-1.8334894137100604,-0.316552765442497,0,Evenements neutres
1255699942,2025-08-04,202508,2025,11,3,-2.0,-9.015025042,BEN,UNKNOWN,BN,5,3,negatif,0,0,instable,cooperation,sud_centre,8,0.4604,5.5075,10,5,25,-0.5561990713407007,-1.6869735678911864,-0.0696388449511211,1,Conflits et tensions
1255699943,2025-08-04,202508,2025,17,4,-5.0,-9.015025042,BEN,UNKNOWN,BN,2,2,negatif,0,0,tres_instable,conflit,sud_centre,8,0.2823,7.0075,16,5,25,-1.2087299214120049,-1.6869735678911864,-0.8103806064252487,1,Conflits et tensions
1255687326,2025-08-04,202508,2025,01,1,0.0,-4.261057174,BEN,UNKNOWN,BN,2,2,negatif,0,0,neutre,cooperation,sud_centre,8,0.2823,2.1305,0,5,25,-0.1211785046264978,-0.6575225415042144,-0.8103806064252487,0,Evenements neutres
1255758585,2025-08-05,202508,2025,19,4,-10.0,-6.849315068,BEN,MIL,BN,10,10,negatif,0,0,tres_instable,conflit,sud_centre,8,0.6161,8.4247,18,5,16,-2.2962813381975122,-1.2179985101088222,1.1649307575057584,1,Conflits et tensions
1255743570,2025-08-05,202508,2025,17,4,-5.0,-10.52631579,BEN,UNKNOWN,BN,2,2,negatif,0,0,tres_instable,conflit,sud_centre,8,0.2823,7.7632,16,5,25,-1.2087299214120049,-2.0142369939168785,-0.8103806064252487,1,Conflits et tensions
1255743571,2025-08-05,202508,2025,17,4,-5.0,-10.52631579,BEN,UNKNOWN,BN,2,2,negatif,0,0,tres_instable,conflit,sud_centre,8,0.2823,7.7632,16,5,25,-1.2087299214120049,-2.0142369939168785,-0.8103806064252487,1,Conflits et tensions
1255743729,2025-08-05,202508,2025,10,3,-5.0,-10.52631579,UNKNOWN,COP,BN,2,2,negatif,0,0,tres_instable,cooperation,sud_centre,8,0.2823,7.7632,9,76,2,-1.2087299214120049,-2.0142369939168785,-0.8103806064252487,1,Conflits et tensions
1255743730,2025-08-05,202508,2025,17,4,-5.0,-10.52631579,UNKNOWN,COP,BN,2,2,negatif,0,0,tres_instable,conflit,sud_centre,8,0.2823,7.7632,16,76,2,-1.2087299214120049,-2.0142369939168785,-0.8103806064252487,1,Conflits et tensions
1255732756,2025-08-04,202508,2025,04,1,1.9,2.577319588,UNKNOWN,GOV,BN,10,10,positif,1,2,stable,cooperation,sud_centre,8,0.6161,0.3387,3,76,7,0.2920910337519948,0.823298148060808,1.1649307575057584,0,Evenements neutres
1255781605,2025-08-05,202508,2025,01,1,0.0,5.140186916,UNKNOWN,GOV,BN,6,6,positif,1,2,neutre,cooperation,sud_centre,8,0.5,2.5701,0,76,7,-0.1211785046264978,1.3782759002375793,0.17727507554025476,0,Evenements neutres
1255781827,2025-08-05,202508,2025,05,1,3.4,-10.10830325,UNKNOWN,MIL,BN,3,3,negatif,0,0,stable,cooperation,sud_centre,8,0.3562,3.3542,4,76,16,0.6183564587876469,-1.9237181998707038,-0.5634666859338728,0,Evenements neutres
1255802568,2025-08-05,202508,2025,17,4,-5.0,-9.0,BEN,UNKNOWN,BN,2,2,negatif,0,0,tres_instable,conflit,sud_centre,8,0.2823,7.0,16,5,25,-1.2087299214120049,-1.6837199605177495,-0.8103806064252487,1,Conflits et tensions
1255803089,2025-08-05,202508,2025,17,4,-5.0,-9.0,UNKNOWN,JUD,BN,3,3,negatif,0,0,tres_instable,conflit,sud_centre,8,0.3562,7.0,16,76,12,-1.2087299214120049,-1.6837199605177495,-0.5634666859338728,1,Conflits et tensions
1255687327,2025-08-04,202508,2025,05,1,3.4,-4.261057174,BEN,GOV,BN,2,2,negatif,0,0,stable,cooperation,sud_centre,8,0.2823,0.4305,4,5,7,0.6183564587876469,-0.6575225415042144,-0.8103806064252487,0,Evenements neutres
1279091504,2025-12-13,202512,2025,05,1,3.4,-2.306079665,BEN,UNKNOWN,BN,2,2,negatif,0,0,stable,cooperation,sud_centre,12,0.2823,-0.547,4,5,25,0.6183564587876469,-0.23418068075028795,-0.8103806064252487,0,Evenements neutres
1279145632,2025-12-13,202512,2025,11,3,-2.0,2.071005917,BEN,UNKNOWN,BN,10,10,positif,1,2,instable,cooperation,sud_centre,12,0.6161,2.0355,10,5,25,-0.5561990713407007,0.7136581288690111,1.1649307575057584,1,Conflits et tensions
